Seller SKU,Manufacturer Part Number,Brand Name,Item Name,Bullet points,Product Description,Search Terms,Barcode
OMRC2136N,OMRC2136N,Olsenmark,"Olsenmark OMRC2136N Rice Cooker, 2.2L","• Sealed lid creates ideal pressure for perfect rice
 • Premium non stick Cooking pot
 • One Touch operation
 • Detachable water collector removes excess water
 • Easy to use and clean
 • Keeps rice fresh,warm and moist over extended hours
 • Cooks a variety of White, brown and wild rice to prefection
 • Steams fish, meat,poultry and vegetables
 • Steams food and cooks rice at the same time
 • AC 220-240V 50/60HZ 900-1070W","Olsenmark OMRC2136N Rice Cooker, 2.2L","cooker, cooking accessory, home appliances, olsenmark cooker, cookware, rice coker, rice cooker",
OMRC2183,OMRC2183,Olsenmark,"Olsenmark OMRC2183 Rice Cooker, 3.0L","• Capacity: 3L 
 • With Steamer
 • Detachable power cord
 • Keep Warm function
 • Spatula and Measuring cup included
 • Single switch design for easy operation
 • Removable inner pot for easy clean
 • AC: 220-240v 50/60HZ 1000W","Olsenmark OMRC2183 Rice Cooker, 3.0L","cooker, cooking accessory, home appliances, olsenmark cooker, cookware, rice coker, rice cooker",
OMRC2205,OMRC2205,Olsenmark,"Olsenmark OMRC2205 Rice Cooker, 4.2L","• Keep At Optimum Temperature To Preserve Flavor 
 • Automatically Switch To Keep Warm When Food Is Cooked 
 • Safety Protection, Electric-Proof 
 • With Measure Cup And Spoon 
 • Hard & Quality Non-Stick Inner Pot 
 • Stainless Steel Lid 
 • Fast Cooking 
 • Resistant To High Temperature 
 • AC: 220 - 240V-50/60Hz 1600W","Olsenmark OMRC2205 Rice Cooker, 4.2L","cooker, cooking accessory, home appliances, olsenmark cooker, cookware, rice coker, rice cooker",
OMRC2250,OMRC2250,Olsenmark,"Olsenmark OMRC2250 Rice Cooker, 1.0L","• 1.0 Liter Automatic Rice Cooker 
 • High Temperature Protection 
 • 3 In 1 Function- Rice Cooking, Keep Warm And Steaming 
 • Tinplate Outer Body 
 • Non-Stick Coating Inner Pot For Good Cooking And Easy Cleaning 
 • Aluminum Steamer For Healthy Steaming 
 • Tempered Glass Lid 
 • One Touch Press Button 
 • AC: 220-240v -50/60hz, 400w","Olsenmark OMRC2250 Rice Cooker, 1.0L","cooker, cooking accessory, home appliances, olsenmark cooker, cookware, rice coker, rice cooker",
OMRC2251,OMRC2251,Olsenmark,"Olsenmark OMRC2251 Rice Cooker, 1.5L","• Automatic cooking and warning system
 • High temperature protection
 • Aluminum inner pot with non-stick coating
 • With plastic steamer for healthy steaming
 • 3 in 1 functions: Rice cooking,keep warm and steam
 • AC: 220-240V 50/60HZ 595-708W","Olsenmark OMRC2251 Rice Cooker, 1.5L","cooker, cooking accessory, home appliances, olsenmark cooker, cookware, rice coker, rice cooker",
OMRC2252,OMRC2252,Olsenmark,"Olsenmark OMRC2252 Rice Cooker, 1.0L","• Automatic cooking and warning system
 • High temperature protection
 • Aluminum inner pot with non-stick coating
 • With plastic steamer for healthy steaming
 • 3 in 1 functions: Rice cooking,keep warm and steam
 • AC: 220-240V 50/60HZ 366-436W","Olsenmark OMRC2252 Rice Cooker, 1.0L","cooker, cooking accessory, home appliances, olsenmark cooker, cookware, rice coker, rice cooker",
OMRC2290,OMRC2290,Olsenmark,Olsenmark OMRC2290 Rice Cooker,"• Automatic Cook and Keep Warm Function
 • Strong Middle Body
 • 0.28mm Plastic outer body with cool touch
 • 225grs Supper Strong Heating plate
 • Strong In and outside Double Layers
 • Non-stick 135grs honeycomb Cut Edge inner pot
 • New Design Handles can be Handled
 • High Temperature Protection
 • Plastic Cover
 • Including Steamer Tray for Vegetables Steam
 • Detachable Power Cord
 • Capacity :0.6L
 • Input: 220-240V 50/60Hz 250W",Olsenmark OMRC2290 Rice Cooker,"cooker, cooking accessory, home appliances, olsenmark cooker, cookware, rice coker, rice cooker",
OMRC2350,OMRC2350,Olsenmark,"Olsenmark OMRC2350 Rice Cooker, 0.6L","• One Touch Operation 
 • Keep Warm Function 
 • Detachable Power Cord 
 • Water level Indicator 
 • Attachments: Steam Tray, Rice Scoop & Measuring Cup 
 • Capacity: 0.6L 
 • AC: 220-240V 50-60Hz 350W
 • Convenient, Quick & Easy to Use, Easy to Clean & Store","Olsenmark OMRC2350 Rice Cooker, 0.6L","cooker, cooking accessory, home appliances, olsenmark cooker, cookware, rice coker, rice cooker",
OMRC2351,OMRC2351,Olsenmark,"Olsenmark OMRC2351 Rice Cooker, 1.8L","• One Touch Operation
 • Keep Warm Function
 • Detachable Power Cord
 • Water level Indicator
 • Attachments: Steam Tray ,Rice Scoop & Measuring Cup
 • Capacity: 1.8L
 • AC:220-240V 50-60Hz 700W
 • Convenient, Quick & Easy to Use, Easy to Clean & Store","Olsenmark OMRC2351 Rice Cooker, 1.8L","cooker, cooking accessory, home appliances, olsenmark cooker, cookware, rice coker, rice cooker",
OMRH1631,OMRH1631,Olsenmark,Olsenmark OMRH1631 9 Fins Oil Filled Room Heater,"• Silent operation
 • 3 Heat setting
 • 9 fins
 • 800W/1200W/2000W
 • AC:220-240V 50/60Hz",Olsenmark OMRH1631 9 Fins Oil Filled Room Heater,"Heater, Room Heater, Raditor Heater, Oil Filled Heater,11 Fins Oil Filled Radiator Heater,Geepas Fins Oil Filled Radiator Heater,Olsenmark Radiator Heater",
OMRH1632,OMRH1632,Olsenmark,Olsenmark OMRH1632 11 Fins Oil Filled Room Heater,"• Oil Filled Heater- 11 Fins 
 • 3 Heat settings : 1000W/1300W/2300W 
 • Product Color : White 
 • Gross Weight : 15.3kg Net Weight : 14kg 
 • AC: 220 -2401/ 50/60Hz",Olsenmark OMRH1632 11 Fins Oil Filled Room Heater,"Heater, Room Heater, Raditor Heater, Oil Filled Heater,11 Fins Oil Filled Radiator Heater,Geepas Fins Oil Filled Radiator Heater,Olsenmark Radiator Heater",
OMRH1633,OMRH1633,Olsenmark,Olsenmark OMRH1633 13 Fins Oil Filled Room Heater,"• Oil Filled Heater- 13Fins 
 • 3 Heat settings : 1000W/1300W/2300W 
 • Product Color : White 
 • Gross Weight : 17.7kg Net Weight : 16.2kg 
 • AC: 220 -2401/ 50/60Hz",Olsenmark OMRH1633 13 Fins Oil Filled Room Heater,"Heater, Room Heater, Raditor Heater, Oil Filled Heater,11 Fins Oil Filled Radiator Heater,Geepas Fins Oil Filled Radiator Heater,Olsenmark Radiator Heater",
OMSB2054,OMSB2054,Olsenmark,Olsenmark OMSB2054 3 in 1 Blender,"• Package weight in KGs : 2.75 Kg
 • Material : Mixed
 • Model Number : OMSB2054
 • Type : Countertop Blenders
 • Wattage : 325 Watt",Olsenmark OMSB2054 3 in 1 Blender,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder, best blender, olsenmark Blender",
OMSB2055,OMSB2055,Olsenmark,"Olsenmark OMSB2055 Super Blender, 1.5L","• Unbreakable Jar 
 • 2 in 1 
 • Multifunctions-blending and grinding 
 • 2 Speed selection
 • Pluse function
 • Safety interlock switch
 • Thermostat control for over heat protection 
 • AC: 220-240V 50/60 Hz 300-350W","Olsenmark OMSB2055 Super Blender, 1.5L","blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder, best blender, olsenmark Blender",
OMSB2135,OMSB2135,Olsenmark,Olsenmark OMSB2135 Multi Functional Blender,"• Multi-functional design for blending, grinding & mincing
 • Overheat protection
 • Stainless steel blades
 • Detachable parts
 • AC 220-240V 50/60Hz 300-327W",Olsenmark OMSB2135 Multi Functional Blender,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder, best blender, olsenmark Blender",
OMSB2137,OMSB2137,Olsenmark,Olsenmark OMSB2137 4 in 1 Multi Food Processor,"• 4 in 1 food processor
 • 400W powerful motor with overheat protection
 • 2 speeds & pulse piano button switch control
 • Safe and easy to operate
 • Stainless steel cutting blades
 • AC 220-240V 50/60Hz 400W",Olsenmark OMSB2137 4 in 1 Multi Food Processor,"Food Processor, food processor, Olsenmark food processor, mixer, grinder, all in one grinder and mixer, juicer, best food processor, multifunction mixer",
OMSB2137N,OMSB2137N,Olsenmark,Olsenmark OMSB2137N 4 in 1 Multi Food Processor,"• 4 in 1 food processor 
 • 400W powerful motor with overheat protection 
 • 2 speeds & pulse piano button switch control 
 • Safe and easy to operate 
 • Stainless steel cutting blades 
 • AC 220-240V 50/60Hz 400W",Olsenmark OMSB2137N 4 in 1 Multi Food Processor,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder, best blender, olsenmark Blender,Food processor",
OMSB2144,OMSB2144,Olsenmark,Olsenmark OMSB2144 3in1 Blender,"• Hi Gloss Abs Body 
 • Finest Quality Stainless Steel Polished Jar Set 
 • Specially Designed Razor Sharp Blades 
 • Unbreakable Polycarbonate Jar Caps 
 • User Friendly Jar Handle 
 • 3 In 1 Mixer Grinder 
 • Stainless Steel Jar 
 • 550w Powerful Copper Motor 
 • Led Light 
 • Stainless Steel Blade 
 • Over Heat Protection 
 • 3 Stainless Steel Jars 1.5 Itr Jar 1.0 Itr Jar 500 Ml Jar 
 • Water Resistance Motor 
 • Heavy Jar Iii Ratings 30 Min (5 Min On/ 2min Off) 111 Insulation: Class (F) 
 • Speed :(17000 To 20000)Rpm 
 • Ac: 220-240v 50/60hz 550 W• Ac 220-240v 50/60hz",Olsenmark OMSB2144 3in1 Blender,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder, best blender, olsenmark Blender",
OMSB2203,OMSB2203,Olsenmark,Olsenmark OMSB2203 3in1 Blender,"• 3 in 1 Blender 
 • PC-Unbreakable Jar and mills
 • 1.5L Jar
 • 1.2M power cord with BS Plug
 • with non-slip feet
 • PC, PP, Copper, Stainless / Steel Material
 • 4 Speed with Pluse function
 • Safety Lock
 • AC 220-240V 50/60 Hz",Olsenmark OMSB2203 3in1 Blender,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder, best blender, olsenmark Blender",
OMSB2208,OMSB2208,Olsenmark,Olsenmark OMSB2208 2 in 1 Stainless Steel Blender,"• Stainless steel housing
 • 2 speeds with pulse revolving switch control
 • 1.6L blender jar with filling cap
 • Stainless steel cutting blades
 • Dry grinder attachments
 • 400W motor with overheat protection
 • Safety Lock
 • AC 220-240V 50/60 Hz",Olsenmark OMSB2208 2 in 1 Stainless Steel Blender,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder, best blender, olsenmark Blender",
OMSB2217,OMSB2217,Olsenmark,Olsenmark OMSB2217 3 in 1 Blender,"• Powerful meter with fuse
 • 1.25 L Jar
 • BS Plug
 • Non-slip feet
 • 2 Grinders
 • 2 Speed with Pulse function
 • Safety Lock
 • AC 220-240V 50/60 Hz",Olsenmark OMSB2217 3 in 1 Blender,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder",
OMSB2218,OMSB2218,Olsenmark,Olsenmark OMSB2218 2in1 Blender,"• 2 In 1 Mixer Grinder 
 • Made In India 
 • Finest quality stainless steel jar set
 • Smart sensor technology
 • Harmonic grinding technology
 • 600Watt powerful copper motor
 • 1.5Litre stainless steel jar
 • 0.5 Liter chutney jar
 • Swirl control replaceable blades
 • Double oil seal
 • Inbuilt flow breakers
 • Optimal jar and blade fit
 • 3 speed rotary control with incher
 • Overload protection for motor
 • AC:230V 60/50Hz 600W",Olsenmark OMSB2218 2in1 Blender,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder, best blender, olsenmark Blender",
OMSB2219,OMSB2219,Olsenmark,Olsenmark OMSB2219 3in1 Blender,"• 3 in 1 Mixer Grinder 
 • Made In India 
 • Finest quality stainless steel jar set 
 • Smart sensor technology 
 • Harmonic grinding technology 
 • 600Watt powerful copper motor 
 • 1.5 Liter stainless steel jar 
 • 1.0 Liter dry grinding steel jar 
 • 0.5 Liter chutney jar 
 • Swirl control replaceable blades 
 • Double oil seal 
 • Inbuilt flow breakers 
 • optimal jar and blade fit 
 • 3 speed rotary control with incher 
 • Overload protection for motor 
 • AC:230V 60/50Hz 600W",Olsenmark OMSB2219 3in1 Blender,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder, best blender, olsenmark Blender",
OMSB2235,OMSB2235,Olsenmark,Olsenmark OMSB2235 10 in 1 Multi Food Processor,"• Glass Jar & Mill 
 • 2 speeds with pulse revolving switch control 
 • 1.0L blender jar & 1.5LBowl Capacity 
 • Meet Grinder for Coarse, Medium, Fine Grinding 
 • Metal Gear Box & Option Plastic Gear Box 
 • Stainless Steel Spinner 
 • Weight : 7.8 Kg 
 • Packaging Size : 66 x 24.5 x 44.5cm 
 • AC 220-240V 50/60Hz",Olsenmark OMSB2235 10 in 1 Multi Food Processor,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder, best blender, olsenmark Blender,Food processor",
OMSB2318,OMSB2318,Olsenmark,Olsenmark OMSB2318 2 In 1 Indian Mixer Grinder,"• Designed to give you maximum comfort and a delightful cooking experience
 • 600-W power motor with overload protector
 • 100%Stainless steel jars with sturdy ergonomically designed handles
 • Machine ground and polished steel blades for optimal grinding efficiency
 • Net weight : 4.5 Kg 
 • 2 year warranty",Olsenmark OMSB2318 2 In 1 Indian Mixer Grinder,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder",
OMSB2319,OMSB2319,Olsenmark,Olsenmark OMSB2319 3 In 1 Indian Mixer Grinder,"• Designed to give you maximum comfort and a delightful cooking experience
 • 750-W power motor with overload protector
 • 100%Stainless steel jars with sturdy ergonomically designed handles
 • Machine ground and polished steel blades for optimal grinding efficiency
 • Net weight : 4.5 Kg 
 • 2 year warranty",Olsenmark OMSB2319 3 In 1 Indian Mixer Grinder,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder",
OMSB2335,OMSB2335,Olsenmark,Olsenmark OMC2335 Heavy-Duty Blender,"• Hi-Power 1500w Motor ,For Super-Fine Fast Blending
 • Large Capacity 2l Jar ,Saving Processing Time
 • 6-Fins Blade Grinds All Ingredients And Ices
 • Flexible Speed Control Button 
 • Automatic Switching Mode When Overloaded, Safe Using 
 • Ac:220-240v 50/60hz 1500w
 • Color: Rose Gold
 • Material: Abs & Pc",Olsenmark OMC2335 Heavy-Duty Blender,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder, best blender, olsenmark Blender",
OMSB2336,OMSB2336,Olsenmark,Olsenmark OMC2336 2in1 Blender,"• 1.5l Unbreakable Pc Jar
 • Stainless-Steel Blade
 • Dry Mill For Grinding Of Coffee Beans, Nuts, Spices Etc.
 • Knob Switches For 2 Speed And Pulse Controls For Efficient Blending
 • Safety Lock Protection
 • With Overheat Protection
 • Ac:220-240v 50/60hz 300-350w
 • Color: Grey With Black 
 • Material: Abs & Pc",Olsenmark OMC2336 2in1 Blender,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder, best blender, olsenmark Blender",
OMSB2337,OMSB2337,Olsenmark,Olsenmark OMC2337 3in1 Blender,"• 1.5l Unbreakable Pc Jar
 • 2 Small Grinders
 • Stainless-Steel Blade
 • Dry Mill For Grinding Of Coffee Beans, Nuts, Spices Etc.
 • Knob Switches For 2 Speed And Pulse Controls For Efficient Blending
 • Safety Lock Protection
 • With Overheat Protection
 • Ac: 220-240v 50/60hz 300-350w
 • Color: Gold With Black 
 • Material: Abs & Pc",Olsenmark OMC2337 3in1 Blender,"blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder, best blender, olsenmark Blender",
OMSI1604,OMSI1604,Olsenmark,Olsenmark OMSI1604 3D Ceramic Steam Iron,"• Colours : White/Blue 
 • Material : Stainless Steel 
 • Power Supply : 220-240V 
 • Power Consumption : 2000 W 
 • Variable Steam Setting : Yes 
 • Energy Used : Electric 
 • Concealed Heating Element 
 • Thermostat 
 • Portable",Olsenmark OMSI1604 3D Ceramic Steam Iron,"iron, dry iron, home appliance, olsenmark iron, teflon iron,Ceramic Steam Iron",
OMSI1681,OMSI1681,Olsenmark,Olsenmark OMSI1681 3D Ceramic Steam Iron,"• Steam/Dry/Spray/ burst function 
 • Adjustable temperature knob 
 • Adjustable steam control 
 • Ceramic sole plate 
 • Overheat Safety Protection 
 • Pilot Indicator light 
 • Gross weight : 1.15 Kg 
 • AC:220-240-50/60Hz 2200W",Olsenmark OMSI1681 3D Ceramic Steam Iron,"iron, dry iron, home appliance, olsenmark iron, teflon iron,Ceramic Steam Iron",
OMSI1682,OMSI1682,Olsenmark,Olsenmark OMSI1682 3D Ceramic Steam Iron,"• Steam/Dry/Spray/Burst function 
 • Adjustable temperature knob 
 • Self- clean button 
 • Overheat Safety Protection 
 • Ceramic sole plate 
 • Pilot Indicator light 
 • Gross weight : 1.15 Kg 
 • AC:220-240-50/60Hz 2200W",Olsenmark OMSI1682 3D Ceramic Steam Iron,"iron, dry iron, home appliance, olsenmark iron, teflon iron,Ceramic Steam Iron",
OMSI1713,OMSI1713,Olsenmark,Olsenmark OMSI713 Ceramic Wet and Dry Steam Iron,"• Dry/spray/steam/burst steam 
 • Ceramic coating soleplate 
 • Transparent water tank 
 • Overheating protection 
 • Adjustable temperature control 
 • Indicator light 
 • Self-clean function 
 • Anti-drip function 
 • Adjustable steam knob 
 • Color: Green with black 
 • AC: 220-240V —50/60Hz; 2000-2400W",Olsenmark OMSI713 Ceramic Wet and Dry Steam Iron,"iron, dry iron, home appliance, olsenmark iron, teflon iron",
OMSI1714,OMSI1714,Olsenmark,Olsenmark OMSI714 Ceramic Wet and Dry Steam Iron,"• Dry/spray/steam/burst steam 
 • Ceramic coating soleplate 
 • Transparent water tank 
 • Overheating protection 
 • Adjustable temperature control 
 • Indicator light 
 • Self-clean function 
 • Anti-drip function 
 • Adjustable steam knob 
 • Color: Red with black
 • AC: 220-240V —50/60Hz; 2000-2400W",Olsenmark OMSI714 Ceramic Wet and Dry Steam Iron,"iron, dry iron, home appliance, olsenmark iron, teflon iron",
OMSI1715,OMSI1715,Olsenmark,Olsenmark OMSI715 Ceramic Wet and Dry Steam Iron,"• Dry/spray/steam/burst steam 
 • Ceramic coating soleplate 
 • Transparent water tank 
 • Overheating protection 
 • Adjustable temperature control 
 • Indicator light 
 • Self-clean function 
 • Anti-drip function 
 • Adjustable steam knob 
 • Color: Purple with black 
 • AC: 220-240V —50/60Hz; 2000-2400W",Olsenmark OMSI715 Ceramic Wet and Dry Steam Iron,"iron, dry iron, home appliance, olsenmark iron, teflon iron",
OMSI1749,OMSI1749,Olsenmark,Olsenmark OMSI749 Ceramic Steam Iron,"• Function: Dry/Spray/Variable of steam control/Vertical steam/Powerful burst of steam/Soft touch handle/Self-cleaning 
 • Water tank capacity: 350ml
 • Adjustable temperature control
 • 360°cord rotation
 • AC 220-240V 50/60Hz 2200W
 • Color: Golden with Grey 
 • Material: ABS+PBT",Olsenmark OMSI749 Ceramic Steam Iron,"iron, dry iron, home appliance, olsenmark iron, teflon iron, Creamic Steam Iron, Olsenmark Creamic Steam Iron, Olsenmark Steam Iron,Steam Iron",
OMSI1750,OMSI1750,Olsenmark,Olsenmark OMSI750 Ceramic Steam Iron,"• Function: Dry/Spray/Variable of steam control/Vertical steam/Powerful burst of steam/Soft touch handle/Self-cleaning 
 • Water tank capacity: 420ml
 • Adjustable temperature control
 • 360°cord rotation
 • AC 220-240V 50/60Hz 2200W
 • Color: Golden with Brown
 • Material: ABS+PBT",Olsenmark OMSI750 Ceramic Steam Iron,"iron, dry iron, home appliance, olsenmark iron, teflon iron, Creamic Steam Iron, Olsenmark Creamic Steam Iron, Olsenmark Steam Iron,Steam Iron",
OMSL2670,OMSL2670,Olsenmark,Olsenmark OMSL2670 Rechargeable LED Search Light,"• 4V 6000mAh sealed lead-acid rechargeable battery 
 • 2.5 hours working 
 • 60hours in flicker warming light 
 • High Quality Rechargeable Battery can be charged up to 5 years 
 • Charging time 20 to 24 hours 
 • Size: 177x164x235nnm 
 • AC:220-240V 50/60Hz",Olsenmark OMSL2670 Rechargeable LED Search Light,"flash light, Led light, LED light, rechargeable light, battery, torch, olsenmark light, Olsenmark flashlight, emergency light, Olsenmark Search Light, Olsenmark SearchLight, SearchLight, Search Light",
OMSL2671,OMSL2671,Olsenmark,Olsenmark OMSL2671 Rechargeable LED Search Light,"• 4V9000mAh sealed lead-acid rechargeable battery
 • Duration 1 hour in strong light and 4 hours in low light
 • High Quality Rechargeable Battery
 • Charging time 20 to 24 hours
 • Size:7.6x7.6x8.6nnm
 • AC:220-240V 50/60Hz",Olsenmark OMSL2671 Rechargeable LED Search Light,"LED lantern, led light, led olsenmark, rechargeable lamp, bright light, light, combo pack, flash light,search light",
OMSL2720,OMSL2720,Olsenmark,Olsenmark OMSL2720 Rechargeable LED Headlight,"• Power source: DC 5V USB 3W 
 • Battery: 3.7V 1500mAH Lithium battery 
 • LED: 3W Hi-power LED 
 • Charge time: 1 - 2 hours 
 • Duration: 2 hours/strong light 8 hours/weak light 
 • Material: ABS 
 • Power: 3W",Olsenmark OMSL2720 Rechargeable LED Headlight,"flash light, Led light, LED light, rechargeable light, battery, torch, olsenmark light, Olsenmark flashlight, emergency light, Olsenmark Head Lamp, Olsenmark Head Light, Head light",
OMSL2721,OMSL2721,Olsenmark,Olsenmark OMSL2721 Rechargeable LED Search Light,"• Power source: AC 220-240V 50/60Hz 3W 
 • Battery: 4V 900mAH sealed lead-acid battery 
 • LED: 3W Hi-power LED 
 • Charge time: 12-15 hours 
 • Duration: 1 hours/strong light 4 hours/weak light 
 • Material: ABS 
 • Power: 3W",Olsenmark OMSL2721 Rechargeable LED Search Light,"flash light, Led light, LED light, rechargeable light, battery, torch, olsenmark light, Olsenmark flashlight, emergency light, Olsenmark Search Light, Olsenmark SearchLight, SearchLight, Search Light",
OMSL2735,OMSL2735,Olsenmark,Olsenmark OMSL2735 Rechargeable LED Headlight,"• Special color 
 • 4v lithium 2000mah 
 • Lighting time: 10hours 
 • Material: ABS",Olsenmark OMSL2735 Rechargeable LED Headlight,"flash light, Led light, LED light, rechargeable light, battery, torch, olsenmark light, Olsenmark flashlight, emergency light, Olsenmark Head Lamp, Olsenmark Head Light, Head light",
OMSM2347,OMSM2347,Olsenmark,Olsenmark OMHM2347 Stand Mixer,"• High-performance kneading machine with powerful 1100 watt
 • Convenient control panel with 10 speeds+ ON/OFF.
 • 5L Stainless Steel (SUS304) bowl.
 • Strong motor handles 1.5kgs flour or 2.5-3kg mixture preparation.
 • Pop-up head lift function for easy change of accessories.
 • Planetary rotation ensures an even mixing result.
 • Special robust gear mechanism
 • 35’ swiveling multifunction arm
 • Unlocking mechanism for multifunction arm
 • Aluminum die-casting stirring hook and beater
 • Stainless Steel (SUS304) whisk for sponge cake and fluffy egg whites
 • Splashguard lid with open hole for user to add ingredient as desire any time.
 • Safety circuit.
 • Particularly easy to operate and clean
 • Quick-action chuck for holding the tools
 • Non-slip stand by suction feet
 • AC 220V~240V, 50HZ, 1100W
 • Color: White with S/S decoration sheet
 • Material: ABS",Olsenmark OMHM2347 Stand Mixer,"mixer, Mixer, mixer with jar, jar mixer, mixr, grinder, Grinder, Kitchen items, kitchen accessory, hand mixer, hand grinder, grindr, good mixer, Olsenmark Stand Mixer, Stand Mixer",
OMSR4016,OMSR4016,Olsenmark,Olsenmark OMSR4016 Rechargeable Shaver,"• Two rapid reciprocating blades
 • Side trimmer blade
 • Powerful motor
 • Prefect shaving performance
 • Low noise and less vibration
 • Ergonomic design
 • LED charge light
 • Charging time: 8 hours
 • AC 220-240V 50/60Hz 200mA",Olsenmark OMSR4016 Rechargeable Shaver,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product,Olsenmark Shaver, Rechargeable Shaver",
OMSR4043,OMSR4043,Olsenmark,Olsenmark OMSR4043 Rechargeable Travel Shaver,"• Switch shaver off while charging and LED inside turn on
 • Total care shaving solution
 • Two rapid reciprocating blades
 • Dry & wet use
 • Color: Black with golden
 • Material: ABS
 • DC: 3V 200mA
 • Power: 3W",Olsenmark OMSR4043 Rechargeable Travel Shaver,"beauty product, olsenmark beauty product, health and beauty, beauty set,beauty tools, personal care, trimmer, trimer",
OMST2267,OMST2267,Olsenmark,Olsenmark OMST2267 Sandwich Maker,"• 4 Slice Sandwich Makers 
 • Cool-touch handle 
 • With Stainless steel panel 
 • Plate: sandwich or grill 
 • Lock system 
 • Power & Ready light indicators 
 • Non-stick coating plate for easy cleaning 
 • Upright for storage 
 • 220 - 240V -50/60 Hz, 1200W",Olsenmark OMST2267 Sandwich Maker,"sandwick maker, sandwich toaster, sandwich making, kitchen acessory, snacks maker, Olsenmark sandwich maker,sandwich maker",
OMSWM1521,OMSWM1521,Olsenmark,"Olsenmark OMWSM1521 Semi Automatic Washing Machine, 6.2KG","• Free wash lid design 
 • Capacity: 6.2 Kg
 • Different water current & level selection 
 • Big pulsator for better wash action
 • Rust proof plastic shell design 
 • Voltage: 220-240V 50/80Hz 
 • Wash power: 380W 
 • Spin power: 100W 
 • Cross weight: 18kg 
 • Dimension: 725x400x855mm","Olsenmark OMWSM1521 Semi Automatic Washing Machine, 6.2KG","washing machine, washng machine, Olsenmark washing machine, cloth washing machine, home appliance, laundry",
OMSWM1522,OMSWM1522,Olsenmark,"Olsenmark OMWSM1522 Semi Automatic Washing Machine, 7KG","• Free wash lid design 
 • Different water current & level selection 
 • Big pulsator for better wash action 
 • Rust proof plastic shell design 
 • Voltage: 220-240V 50/60Hz
 • Capacity: 7kg 
 • Wash power: 360W 
 • Spin power: 160W 
 • Cross weight: 20kg 
 • Dimension: 765x440x870mm","Olsenmark OMWSM1522 Semi Automatic Washing Machine, 7KG","washing machine, washng machine, Olsenmark washing machine, cloth washing machine, home appliance, laundry",
OMSWM1645,OMSWM1645,Olsenmark,Olsenmark OMWSM1645-8.5K Semi Automatic Washing Machine,"•Hidden control panel 
 •Wide voltage design 
 •Low noise motor system 
 •Rated input power (washing):400W 
 •Rated input power (spinning):200W 
 •Net weight: 22.5KG 
 •Product dimension (WXDXH): 786X455X900MM 
 •AC: 220-240V 50Hz
 •Capacity: 8.5 Kg",Olsenmark OMWSM1645-8.5K Semi Automatic Washing Machine,"washing machine, washng machine, Olsenmark washing machine, cloth washing machine, home appliance, laundry",
OMSWM1670,OMSWM1670,Olsenmark,"Olsenmark OMWSM1670 Semi Automatic Washing Machine, 10KG","• Big Pulsate 
 • Cover With Transparent Window 
 • Lint Filter 
 • Two Water Inlets
 • Full Plastic Crust, Single Layers Cabinet
 • The Base Be Specially Designed To Avoid Rat
 • Transparent Windows
 • Wash Power: 500w
 • Wash Capacity: 9.0kg
 • Spin Capacity 5.2kg
 • Spin Power 180w.6
 • Power: 220-240v -50/60hz 11
 • Color Cover: Red Cover With Glass, Red Knob
 • Material: Outer Shell With Pp Ps Abs
 • Ac Adapter: 250v 13a 
 • Two Water Inlets Hose","Olsenmark OMWSM1670 Semi Automatic Washing Machine, 10KG","washing machine, washng machine, Olsenmark washing machine, cloth washing machine, home appliance, laundry",
